Perspective,Field,Value,Explanation,Transaction Flows
Provider,Pain,Pricing / Shipping,"Sellers must price competitively, describe condition accurately, respond to Buyers, pack fragile or bulky gear safely and manage shipping, returns and cross-border complexity.",
Provider,Transaction,List Gear,"Sellers create Gear Listings and, after a sale, provide the physical instrument or equipment and fulfill the order.","→ Owner · Listing — Sellers contribute Gear Listings and pay Reverb selling and related transaction fees when items sell. | ← Owner · Demand — Reverb exposes Seller inventory to millions of specialist Buyers and provides pricing, shop, payment and support tools. | ← Consumer · Offer — Buyers can message Sellers and make purchase offers on eligible listings. | → Consumer · Gear — Sellers supply the purchased instrument or equipment and fulfill the order to the Buyer. | → Partner · Parcel — Sellers hand the packed sold item to the selected Carrier for transport. | ← Partner · Tracking — Carriers provide tracking and shipment events that let Sellers monitor fulfillment and support payout timing."
Provider,Filter,Gear / Standards,"Listings must be music gear, use accurate categories and condition information, follow Reverb listing standards and avoid prohibited items or off-platform transactions.",
Provider,Access Channel,Seller Hub,"Sellers use Reverb’s listing flow, Seller Hub, app, shop tools, messages, offers, shipping labels and integrations to manage supply and orders.",
Provider,Activities,List / Ship,"Sellers photograph and describe gear, set prices, answer questions, negotiate offers, pack items, ship orders and manage their shop.",
Provider,Resources,Gear / Content,"Sellers contribute inventory, original photos, product details, condition information, pricing, reputation, packaging effort and specialist knowledge.",
Partner,Actor,Shipping Carriers,"Shipping Carriers are the most important external complement in this physical-goods model because a matched transaction only creates value when often fragile, bulky and sometimes cross-border music gear reaches the Buyer reliably. Reverb integrates discounted labels and tracking with multiple carriers and uses Packlink for selected EU and UK shipping flows.",
Partner,Job,Move Gear,Carriers move sold instruments and equipment from Sellers to Buyers and provide the logistics status needed to complete and protect marketplace orders.,
Partner,Gain,Volume,"Reverb transactions generate recurring parcel volume, including high-value and international shipments that can use premium tracking, insurance and duty-paid services.",
Partner,Pain,Damage / Customs,"Instruments are fragile and irregularly sized, while international orders add customs, tariff, duty and delivery-compliance complexity.",
Partner,Transaction,Ship Gear,"Carriers accept labeled parcels, transport them, generate tracking events and deliver the sold gear to the Buyer.","← Consumer · Address — Buyer delivery information is incorporated into the shipment so the Carrier can complete delivery. | → Consumer · Delivery — Carriers deliver the purchased gear and provide the physical fulfillment of the marketplace transaction. | ← Provider · Parcel — Sellers hand the packed sold item to the selected Carrier for transport. | → Provider · Tracking — Carriers provide tracking and shipment events that let Sellers monitor fulfillment and support payout timing. | ← Owner · Label — Reverb supplies order and label information through its shipping integrations and partner services. | → Owner · Status — Carrier tracking and delivery status return to Reverb so the platform can update the order, support protection and coordinate payout."
Partner,Filter,Coverage / Limits,"Carrier participation depends on route coverage, package dimensions and value limits, insurance or Safe Shipping conditions, customs rules and service availability.",
Partner,Access Channel,Labels / Tracking,"Reverb connects shipping to orders through carrier labels, calculated rates, tracking data and, in selected markets, Packlink.",
Partner,Activities,Ship / Track,"Carriers collect or accept parcels, transport them, clear international shipments where applicable, provide tracking and deliver or return packages.",
Partner,Resources,Network / Tracking,"Carriers contribute physical delivery networks, hubs, vehicles, tracking systems, customs capabilities and claims infrastructure.",
