Perspective,Field,Value,Explanation,Transaction Flows
Consumer,Filter,US / Channel,"The live buying experience is filtered by geography and channel. At the research cut-off, Shopify described purchasing across connected AI channels as available to U.S. buyers, with availability differing by platform.",
Consumer,Access Channel,AI Chat,"The Consumer access channel can move from a merchant website to an AI chat such as ChatGPT, Microsoft Copilot, Google AI Mode or Gemini.",
Consumer,Activities,Ask / Choose,"The Shopper asks, refines the request, compares the agent’s suggestions and chooses.",
Consumer,Resources,Intent / Budget,"The Shopper brings purchase intent, a budget and a payment method.",
Provider,Actor,Merchants,Merchants are the Provider side because they supply the products that Shoppers want.,
Provider,Job,Sell Goods,Merchants want to sell products to customers.,
Provider,Gain,Reach,"If products can appear in many AI conversations without a bespoke integration for every channel, Merchants can meet buyers in more places.",
Provider,Pain,Traffic / Cost,"Merchants need to generate traffic without excessive customer-acquisition cost. If discovery increasingly begins in AI, they need to be visible there.",
Provider,Transaction,Product / Sale,The Merchant provides the Product and receives the economic value of the sale.,"← Consumer · Payment — The Shopper pays the Merchant for the purchase. Shopify Checkout or another processor may technically mediate the payment, but the economic Consumer-to-Provider relationship remains. | → Consumer · Product — The Merchant ultimately gives the Shopper the Product. Agentic commerce changes discovery and transaction orchestration, not the underlying product exchange. | → Owner · Data — Merchants give Shopify the structured product data AI agents need, including products, variants, prices, inventory and attributes. | ← Owner · Order — Shopify delivers the resulting order into the Merchant’s Admin with channel attribution and the information needed to fulfill it."
Provider,Filter,Terms / Data,"Participation depends on channel terms and usable product data. AI agents need current information such as price, inventory, variants and product attributes.",
Provider,Access Channel,Admin / API,"Merchants connect through Shopify Admin or APIs. In Admin they can manage AI-channel participation, product discovery and direct-checkout settings.",
Provider,Activities,List / Fulfill,"Merchants keep product data current, list what they sell and fulfill resulting orders.",
Provider,Resources,Stock / Brand,"Merchants contribute inventory, product information, brand assets and fulfillment capability.",
Partner,Actor,AI Agents,"AI Agents form the Partner side. They do not supply the Product, but they become essential when discovery, comparison and purchase decisions happen inside their interfaces.",
Partner,Job,Guide Choice,"AI Agents help Shoppers find relevant products, answer questions, compare options and move toward a purchase.",
Partner,Gain,Use / Trust,Useful shopping can increase usage and trust because the assistant becomes more valuable when it can help complete the Shopper’s task.,
Partner,Pain,Data / Checkout,"Agents need accurate live product data and dependable commerce execution: price, inventory, variants, tax, payment, fraud and order logic cannot safely be guessed.",
Partner,Transaction,Query / Order,The Agent receives the Shopper’s query and can send product requests or purchase intent into Shopify’s commerce infrastructure.,"← Consumer · Query — The Shopper gives the AI Agent a query describing what they want and what matters. | → Consumer · Options — The AI Agent returns product options, comparisons and recommendations. | ← Owner · Catalog — Shopify gives connected AI Agents structured product information through Shopify Catalog and related commerce interfaces. | → Owner · Order — When the Shopper is ready to buy, the AI channel can send purchase intent or order information into Shopify’s commerce infrastructure."
Partner,Filter,APIs / Terms,"AI channels connect through supported technical interfaces and commercial terms, and different channels can provide different discovery and checkout experiences.",
Partner,Access Channel,Catalog / UCP,"Shopify Catalog provides structured product data, while Universal Commerce Protocol (UCP), co-developed by Shopify and Google, gives agents and merchants a shared technical language across the commerce journey.",
Partner,Activities,Search / Rank,"Agents search, rank, compare, answer questions and guide the Shopper toward a Product. Ranking logic varies by AI platform.",
Partner,Resources,Users / Models,"AI platforms contribute their own users, models, interfaces and the conversations in which demand is expressed.",
